genus,species,id,latitude,longitude,locality
clitarchus,hookeri,clit-hook_21,-36.06728283,174.5756056,Brynderwyn
clitarchus,hookeri,clit-hook_22,-35.8866,174.7783,"Coppermine I, Hen and Chicken Is, track campsite to Lighthouse"
clitarchus,hookeri,clit-hook_23,-36.11354,174.55425,NW of Mangawhai
clitarchus,hookeri,clit-hook_24,-36.505067,174.793523,"Home Bay, Motuora I"
clitarchus,hookeri,clit-hook_25,-36.504717,174.789933,"Still Bay, Motuora I"
clitarchus,hookeri,clit-hook_26,-36.351667,174.302,"Tapora, West of Wellsford"
clitarchus,hookeri,clit-hook_27,-36.537517,174.705283,"Wenderholm Regional Park, Waiwera"
clitarchus,hookeri,clit-hook_28,-36.5118,174.662433,"Puhoi Motorway extension, Puhoi"
clitarchus,hookeri,clit-hook_29,-36.447183,174.4419,Mt Auckland
clitarchus,hookeri,clit-hook_30,-36.695,174.696667,"Wright Rd, Redvale, Albany"
clitarchus,hookeri,clit-hook_31,-36.893717,174.450967,"Bethells, Matuku Res"
clitarchus,hookeri,clit-hook_32,-36.925583,174.603083,"Oratia, Auckland"
clitarchus,hookeri,clit-hook_33,-36.840233,174.612183,"Massey, Auckland, off Don Bucks Rd"
clitarchus,hookeri,clit-hook_34,-36.782183,174.993417,Waiheke Is
clitarchus,hookeri,clit-hook_35,-36.93555,174.635317,"Titirangi, Auckland"
clitarchus,hookeri,clit-hook_36,-36.696733,174.9738,"Noises Is, Otata I"
clitarchus,hookeri,clit-hook_37,-36.888233,174.6169,"Shona restoration plot, Border Rd, Opanuku stream, Henderson"
clitarchus,hookeri,clit-hook_38,-36.7266,174.6917,"Gills Reserve, Albany, North Shore"
clitarchus,hookeri,clit-hook_39,-36.72345,174.691967,"Lucas Creek, Albany"
clitarchus,hookeri,clit-hook_40,-36.831817,174.426317,"Muriwai Beach, Maori Bay Trk"
clitarchus,hookeri,clit-hook_41,-36.929333,174.751133,"Hillsborough, Auckland"
clitarchus,hookeri,clit-hook_42,-36.889583,174.726667,"Auckland, Mt Albert Res Centre"
clitarchus,hookeri,clit-hook_43,-36.8978,174.709317,"Owairaka, Auckland"
clitarchus,hookeri,clit-hook_44,-36.876417,174.795617,Remuera
clitarchus,hookeri,clit-hook_45,-36.866583,174.8284,"Auckland, Meadowbank"
clitarchus,hookeri,clit-hook_46,-36.916667,174.45,"Anawhata, Auckland"
clitarchus,hookeri,clit-hook_47,-36.9661,174.611717,"Parau Trk, Lower Nihoputu Reservoir, Auckland"
clitarchus,hookeri,clit-hook_48,-36.9767,175.256317,"Tapapakanga Reg.Park, Orere"
clitarchus,hookeri,clit-hook_49,-37.04155,175.290367,"Waharau Reg.Park, Hunua Ranges"
clitarchus,hookeri,clit-hook_50,-36.726617,175.614583,"Whangapoua, 4.6 km N of SH25 turnoff and Te Rerenga, Coromandel"
clitarchus,hookeri,clit-hook_51,-36.2196,175.056817,"Little Barrier I, DoC Rangers graden"
clitarchus,hookeri,clit-hook_52,-36.215667,175.057933,"Valley Track, Little Barrier Island"
clitarchus,hookeri,clit-hook_53,-36.241583,175.399533,"Great Barrier I, Whangaparapara, Witheys Track"
clitarchus,hookeri,clit-hook_54,-36.18335,175.37695,"Great Barrier I, Kaiarara Valley"
clitarchus,hookeri,clit-hook_55,-36.8804,175.428117,"Wilson Bay, SH25 roadside, 2.5 km N of Tapu, Coromandel"
clitarchus,hookeri,clit-hook_56,-36.974767,176.081283,"Ruamahuaiti Is, Alderman Is"
clitarchus,hookeri,clit-hook_57,-36.658383,175.84875,"Mercury Is, Korapuki"
clitarchus,hookeri,clit-hook_58,-37.026667,175.525,Waiomu
clitarchus,hookeri,clit-hook_59,-36.51195,175.419183,"3.7 km N of Stony Bay, on road to Stony Bay, Port Charles area"
clitarchus,hookeri,clit-hook_60,-37.143183,175.65905,"Start of Piranui trk, Kopu-Hikuai Rd"
clitarchus,hookeri,clit-hook_61,-37.147633,175.670767,"Coromandel summit, Kopu-Hikuai road"
clitarchus,hookeri,clit-hook_62,-36.755367,175.726733,"Kuaotona (Kuaotunu), Wharekano Rd, rest area, near Whitianga"
clitarchus,hookeri,clit-hook_63,-36.669733,175.454267,"19 km N of Coromandel town, S of Colville"
clitarchus,hookeri,clit-hook_64,-37.121317,175.62925,"Kauaeranga Valley, Thames"
clitarchus,hookeri,clit-hook_65,-37.393267,175.835917,Waihi
clitarchus,hookeri,clit-hook_66,-37.305217,176.256017,Mayor Island
clitarchus,hookeri,clit-hook_67,-37.279433,175.324033,"Waitakaruru Reserve, roadside"
clitarchus,hookeri,clit-hook_68,-37.967533,175.154283,"Mangakora Nature Walk, Mt Pirongia"
clitarchus,hookeri,clit-hook_69,-37.88,174.792333,"Mt Karioi, Pirongia State Forest Pk, Start of Waireke Track"
clitarchus,hookeri,clit-hook_70,-37.907333,174.898667,Bridal Veil Falls
clitarchus,hookeri,clit-hook_71,-37.859867,175.53075,"Cambridge, Maungakawa Scenic Reserve"
clitarchus,hookeri,clit-hook_72,-37.520267,175.727317,"Mt Te Aroha, bottom of Summit Rd"
clitarchus,hookeri,clit-hook_73,-38.283333,175.666667,"Waipapa Scenic Reserve, Lake Waipapa"
clitarchus,hookeri,clit-hook_74,-37.811283,175.293733,"Hillcrest, Hamilton"
clitarchus,hookeri,clit-hook_75,-38.052533,174.863933,"SH31, 3 km E of Kawhia"
clitarchus,hookeri,clit-hook_76,-37.61051986,175.1545609,Hakarimata
clitarchus,hookeri,clit-hook_77,-37.42871268,175.7283339,Karangahake Gorge
clitarchus,hookeri,clit-hook_78,-37.544367,175.873283,"Katikati, Track at top of Lindeman Rd"
clitarchus,hookeri,clit-hook_79,-37.5048,175.869533,"Waitengaue Stm, Kaimai Ra"
clitarchus,hookeri,clit-hook_80,-38.100033,176.429267,"Lk Okataina, S end of Lk Okataina Rd, near lodge"
clitarchus,hookeri,clit-hook_81,-37.986717,176.18795,"Te Pu, Mamaku"
clitarchus,hookeri,clit-hook_82,-37.855267,176.974117,Moutohora Island
clitarchus,hookeri,clit-hook_83,-37.546717,178.105867,Omaruparoa
clitarchus,hookeri,clit-hook_84,-37.565583,178.040217,Rereauira
clitarchus,hookeri,clit-hook_85,-37.595233,178.320183,Te Koau
clitarchus,hookeri,clit-hook_86,-37.654033,178.29685,Karakatuwhero V.
clitarchus,hookeri,clit-hook_87,-37.591117,178.292333,Hicks Bay? East Cape
clitarchus,hookeri,clit-hook_88,-38.8163,177.1357,"Maori Track, Awaawaroa Strm, Lake Waikaremoana, Te Urewera Nat.Pak."
clitarchus,hookeri,clit-hook_89,-37.6064,178.313933,"Te Araroa Campground, East Cape"
clitarchus,hookeri,clit-hook_90,-37.6898,178.547267,"East Cape Lighthouse Trk, Otiki"
clitarchus,hookeri,clit-hook_91,-38.808,177.153833,"Lake Whakamarino, Lake Waikaremoana"
clitarchus,hookeri,clit-hook_92,-39.074283,177.128433,"Mohaka River, SH2 rest area"
clitarchus,hookeri,clit-hook_93,-38.8959,174.599167,"Summit of Mt Messenger, SH 3"
clitarchus,hookeri,clit-hook_94,-39.155183,174.699767,"Whangamomona Saddle, Awahou Ridge Track, top of saddle"
clitarchus,hookeri,clit-hook_95,-39.396167,176.314333,"Gentle Annie Rd, West of Kuripapango"
clitarchus,hookeri,clit-hook_96,-39.726933,175.08318,"Atene Skyline Tk, north entrance"
clitarchus,hookeri,clit-hook_97,-39.8495,175.123283,5.7 km N of Upokongaro
clitarchus,hookeri,clit-hook_98,-40.0828,175.906667,"Kahikatea walkway, Pohangina Valley"
clitarchus,hookeri,clit-hook_99,-40.22435,176.272033,Te Uri/Dannevirke
clitarchus,hookeri,clit-hook_100,-40.396317,176.237633,"4.7 km N of Waihi Valley Rd, on road from Waimiro to Waipatiki, Wairarapa"
clitarchus,hookeri,clit-hook_101,-40.559583,176.054583,"Puketoi Ra, Pahiatua-Pongaroa Rd, NE of Makuri, 6.7km N of road JCT in Makuri"
clitarchus,hookeri,clit-hook_102,-40.55995,176.405033,8.5 km N of Akitio Esplanade on Coast Rd
clitarchus,hookeri,clit-hook_103,-40.86075,175.872683,"Bideford, Waterfalls Rd"
clitarchus,hookeri,clit-hook_104,-40.865817,176.145333,"Tinui, 3 km E of junction of Castle Point Rd and Tinui Vly Rd"
clitarchus,hookeri,clit-hook_105,-40.900483,175.468167,"Donnelly's clearing, Mt Holdsworth"
clitarchus,hookeri,clit-hook_106,-40.993233,175.50235,"Fensham Scenic Reserve, Carterton"
clitarchus,hookeri,clit-hook_107,-41.028217,175.95685,Ngaumu State Forest
clitarchus,hookeri,clit-hook_108,-41.4497,175.240883,"Putangirua Pinnacles, Haurangi Mountains"
clitarchus,hookeri,clit-hook_109,-40.86,175.05,"Jacks Bush Rd, Waikanae"
clitarchus,hookeri,clit-hook_110,-41.274617,174.752133,"145 Creswick Tce, Northland, Wellington"
clitarchus,hookeri,clit-hook_111,-41.26715,174.757483,"Otari-Wiltons Bush, Wellington"
clitarchus,hookeri,clit-hook_112,-41.251233,174.9088,"Francis Bell Res, Pt Howard, Wellington"
clitarchus,hookeri,clit-hook_113,-41.0701,175.233617,"Smiths Creek Tk, Kaitoke, Rimutaka Forest Pk"
clitarchus,hookeri,clit-hook_114,-41.24735,174.794483,"Khandallah, Wellington"
clitarchus,hookeri,clit-hook_115,-41.297833,174.825533,Miramar Res.
clitarchus,hookeri,clit-hook_116,-41.25615,174.95395,"Wainui-o-mata, Wgtn"
clitarchus,hookeri,clit-hook_117,-41.3394,174.978883,"Orongorongo River Valley, Rimutaka State Forest Pk"
clitarchus,hookeri,clit-hook_118,-41.111817,173.66375,Okiwi Bay
clitarchus,hookeri,clit-hook_119,-40.838067,174.001,Trio Is (iii)
clitarchus,hookeri,clit-hook_120,-41.311667,173.292333,"Brook Motor Camp, Nelson"
clitarchus,hookeri,clit-hook_121,-41.3762,173.09905,"Brightwater, Nelson"
clitarchus,hookeri,clit-hook_122,-41.304717,173.223017,"Nelson, Monaco"
clitarchus,hookeri,clit-hook_123,-41.1569,173.418883,"Paremata Reserve, Delaware Bay, Waipuka Rivermouth"
clitarchus,hookeri,clit-hook_124,-42.286217,173.7304,"0.5 km S of carpark, Puhipuhi Scenic Reserve, Kaikoura"
clitarchus,hookeri,clit-hook_125,-42.336033,173.640633,"Mt Fyffe, Fyffe Palmer Scenic Reserve"
clitarchus,hookeri,clit-hook_126,-42.35145,173.567233,Mt Fyffe carpark
clitarchus,hookeri,clit-hook_127,-42.9428,173.247017,Napenape Scenic Reserve
clitarchus,hookeri,clit-hook_128,-43.63155,172.624767,"Kennedys Bush Scenic Reserve, Port Hills, Banks Peninsula"
clitarchus,hookeri,clit-hook_129,-43.8992,171.234033,Peel Forest
clitarchus,hookeri,clit-hook_130,-43.766367,172.7146,"Prices Valley, Banks Peninsula"
clitarchus,hookeri,clit-hook_131,-43.783233,172.834283,"Banks Peninsula, Okuti Scenic Reserve"
clitarchus,hookeri,clit-hook_132,-45.891683,170.451967,"Dunedin City Reservoir, Dunedin"
clitarchus,hookeri,clit-hook_133,-45.9298,170.0559,"Waipori Falls Rd, first picnic area"
clitarchus,hookeri,clit-hook_134,-35.2708,173.184167,"Herekino Nth Head, Rangikohu Rd, far end"
clitarchus,hookeri,clit-hook_135,-35.288533,174.087,Paihia
clitarchus,hookeri,clit-hook_136,-35.538583,173.383117,Omapere
clitarchus,hookeri,clit-hook_137,-35.612317,174.4851,"Brattys Bush Scenic Res, Tutukaka"
clitarchus,hookeri,clit-hook_138,-35.8493,174.53385,"Bream Head, Peach Cove Trk, Whangarei Heads"
clitarchus,hookeri,clit-hook_139,-36.038317,174.50765,"Brynderwyn Trk, East side from Waipu Cove"
clitarchus,hookeri,clit-hook_140,-35.5625,174.49945,Whale Bay
clitarchus,hookeri,clit-hook_141,-35.885193,174.12625,Tangihua Forest lodge
clitarchus,hookeri,clit-hook_142,-37.29505,176.260567,"Mayor Island, Panui pen. On track to Western Bay"
clitarchus,hookeri,clit-hook_143,-41.968117,173.983583,"Kekerenga Valley Rd Site 1, Kaikoura"
clitarchus,hookeri,clit-hook_144,-45.773017,170.574467,Dunedin
clitarchus,hookeri,clit-hook_145,-45.84685,170.657417,Portobello
clitarchus,hookeri,clit-hook_146,-43.756417,172.9718,Robinson Bay
clitarchus,hookeri,clit-hook_147,-42.272517,173.651433,Hapuku hut
clitarchus,hookeri,clit-hook_148,-40.553333,172.603033,Whanganui Inlet
clitarchus,hookeri,clit-hook_149,-41.026517,173.886667,Maud Island
clitarchus,hookeri,clit-hook_150,-41.16095,174.235317,Snake Point
clitarchus,hookeri,clit-hook_151,-41.177133,174.311083,Arapawa
clitarchus,hookeri,clit-hook_152,-40.4691,175.24745,Foxton
clitarchus,hookeri,clit-hook_153,-41.082317,175.355833,Featherston
clitarchus,hookeri,clit-hook_154,-39.673233,177.038317,Kidnappers
clitarchus,hookeri,clit-hook_155,-36.9751,175.843383,Pumpkin hill
niveaphasma,annulata,nive-annu_1,-43.021529,171.595373,"Bealey Bridge, start of Waimakariri Track, east of Arthurs Pass"
niveaphasma,annulata,nive-annu_2,-44.160288,170.226288,"Te Kohia I, Lake Pukaki"
niveaphasma,annulata,nive-annu_3,-44.5215,168.55447,Dart Hut
niveaphasma,annulata,nive-annu_4,-44.689708,169.16791,"Mount Iron, Wanaka"
niveaphasma,annulata,nive-annu_5,-44.875031,169.903908,"Falls Dam, Home Hills"
niveaphasma,annulata,nive-annu_6,-44.975789,169.05744,Pisa Range
niveaphasma,annulata,nive-annu_7,-45.004141,169.048173,Pisa Range
niveaphasma,annulata,nive-annu_8,-45.05572,169.13619,"Kawarau Gorge, near Cromwell"
niveaphasma,annulata,nive-annu_9,-45.059628,169.213405,Dunstan Mountains
niveaphasma,annulata,nive-annu_10,-45.059909,168.948768,"Mt Rosa, Hector Mtns"
niveaphasma,annulata,nive-annu_11,-45.082329,169.321441,Dunstan Mountains
niveaphasma,annulata,nive-annu_12,-45.11052,169.3089,Cromwell Gorge
niveaphasma,annulata,nive-annu_13,-45.1575,168.3994,"Nicholas Saddle, Eyre Mtns"
niveaphasma,annulata,nive-annu_14,-45.171536,169.019904,Carrick Range
niveaphasma,annulata,nive-annu_15,-45.258113,169.420161,"Little Valley Road, Alexandra"
niveaphasma,annulata,nive-annu_16,-45.40852,169.256388,"Old Man Range, Shingle Creek"
niveaphasma,annulata,nive-annu_17,-45.42839,169.26278,"Shingle Creek, Old Man Range"
niveaphasma,annulata,nive-annu_18,-45.536896,167.305727,"Lake Manapouri, West Arm, Wolfe Burn"
niveaphasma,annulata,nive-annu_19,-45.80152,170.502748,"Dunedin, Leith Saddle"
niveaphasma,annulata,nive-annu_20,-45.812051,169.819794,"Eastern end of Lammerlaw Ra, near Lake Mahinerangi"
niveaphasma,annulata,nive-annu_21,-45.873995,170.143676,Mt Maungatua
niveaphasma,annulata,nive-annu_22,-43.0336,171.7610667,Ridge east of Cass Field Station
niveaphasma,annulata,nive-annu_23,-43.03388333,171.7621,"Cass Field Station, Arthurs Pass"
niveaphasma,annulata,nive-annu_24,-43.73765,170.0965,"Start of Governors Bush Trk, Mt Cook Village"
niveaphasma,annulata,nive-annu_25,-44.249,169.79665,Lake Ohau Ski Field Rd
niveaphasma,annulata,nive-annu_26,-44.25595,169.8280333,"Lake Ohau roadside, Freehold Crk, Lake Ohau"
niveaphasma,annulata,nive-annu_27,-44.4908,168.77835,"Matukituki River, West Branch, near MacPherson Crk"
niveaphasma,annulata,nive-annu_28,-44.66473333,170.9727333,"Gunns Bush, Hunter Hills"
niveaphasma,annulata,nive-annu_29,-44.86666667,168.95,"Mt Cardona, Crown Range"
niveaphasma,annulata,nive-annu_30,-44.8947,168.084,"Roadside SH94, Cascade Crk, Eglinton River Valley"
niveaphasma,annulata,nive-annu_31,-44.89576667,168.0838667,"Cascade Creek, Eglinton Valley"
niveaphasma,annulata,nive-annu_32,-44.945,170.2366667,"Mount Buster, Little Kye Burn, Ida Range"
niveaphasma,annulata,nive-annu_33,-44.99221667,168.93945,Crown Range lookout
niveaphasma,annulata,nive-annu_34,-44.99236667,168.9396333,Lake Monowai Road
niveaphasma,annulata,nive-annu_35,-44.1071,169.8167,"Start of track along north branch of Temple Stream, north of Lk Ohau"
niveaphasma,annulata,nive-annu_36,-45.02958333,168.7858,"The Remarkables, Rastus Burn Rd"
niveaphasma,annulata,nive-annu_37,-45.15561,169.12819,"Carrick Ra, Nevis Rd"
niveaphasma,annulata,nive-annu_38,-45.18775,169.29855,"Clyde lookout, Earnscleugh River"
niveaphasma,annulata,nive-annu_39,-45.29183333,169.3446667,"Butchers Dam, Alexandra"
niveaphasma,annulata,nive-annu_40,-45.43391667,169.9404,"Taieri River, Rock and Pillar Range"
niveaphasma,annulata,nive-annu_41,-45.45715,170.4173,"Emerald Creek, Macraes Flat"
niveaphasma,annulata,nive-annu_42,-45.55356667,169.02035,"Piano Flat, Waikaia Bush"
niveaphasma,annulata,nive-annu_43,-45.5542,169.0189667,"Piano Flat, Waikaia Bush"
niveaphasma,annulata,nive-annu_44,-45.55436667,169.0186333,"Piano Flat, Waikaia Bush"
niveaphasma,annulata,nive-annu_45,-45.58423333,168.37365,"Five Rivers farm, Cromel Strm"
niveaphasma,annulata,nive-annu_46,-45.59436667,167.9515,"Princhester Hut, Takitimu Mountains"
niveaphasma,annulata,nive-annu_47,-45.72035,167.73575,"Windy Creek, Takitimu Mountains"
niveaphasma,annulata,nive-annu_48,-45.72166667,169.47,"Rigney, between Beaumont and Millers Flat"
niveaphasma,annulata,nive-annu_49,-45.08828333,169.33765,"Leaning Rock, Dunstan Mountains"
niveaphasma,annulata,nive-annu_50,-45.8451,170.5026833,"Dunedin Water Reservoir, Dunedin City"
niveaphasma,annulata,nive-annu_51,-45.88233333,170.5501833,"The Cove, Dunedin City"
niveaphasma,annulata,nive-annu_52,-45.90458333,169.9850333,Waipori Dam
niveaphasma,annulata,nive-annu_53,-45.92628333,170.0301333,"Waipori Falls, second picnic area"
niveaphasma,annulata,nive-annu_54,-45.92915,170.0551,"Waipori Falls, first picnic area"
niveaphasma,annulata,nive-annu_55,-45.95793333,169.4712833,"Beaumont-Rongahere Rd, Blue Mountains"
niveaphasma,annulata,nive-annu_56,-45.99021667,167.3832167,Lake Hauroko jetty
niveaphasma,annulata,nive-annu_57,-45.99701667,168.59185,Hokonui Hills
niveaphasma,annulata,nive-annu_58,-45.11666667,170.05,Kakanui Mountains
niveaphasma,annulata,nive-annu_59,-46.00406667,167.4068833,Road to Lake Hauroko
niveaphasma,annulata,nive-annu_60,-46.3519,167.8651,"Lake George, Colac Bay"
niveaphasma,annulata,nive-annu_61,-46.35366667,168.0074333,"Riverton Railway Bridge, Riverton"
niveaphasma,annulata,nive-annu_62,-46.41171667,169.2442667,"Maclennan Range, head of Tahakopa River, The Catlins"
niveaphasma,annulata,nive-annu_63,-46.43033333,168.4215333,Tisbury
niveaphasma,annulata,nive-annu_64,-46.44538333,169.8014833,"Roaring Bay, Nugget Point"
niveaphasma,annulata,nive-annu_65,-46.4732,168.2946167,"Sandy Point, Daffodil Bay"
niveaphasma,annulata,nive-annu_66,-46.06133333,168.82805,Dolamore Park
niveaphasma,annulata,nive-annu_67,-46.06565,168.8806667,"Croydon Bush, Hokonui Hills"
niveaphasma,annulata,nive-annu_68,-46.51893333,168.2523833,Omaui (Tony photo)
niveaphasma,annulata,nive-annu_69,-46.53523333,168.2539667,Three Sisters Hill (Tony photo)
niveaphasma,annulata,nive-annu_70,-46.54189,168.4672333,"Tiwai Pt Rd, Seaward Moss Reserve"
niveaphasma,annulata,nive-annu_71,-46.55251667,169.4732333,"Old Coach Rd, Papatowai"
niveaphasma,annulata,nive-annu_72,-46.57763333,169.4442,"Tautuku Bay Nature Walk, Catlins"
niveaphasma,annulata,nive-annu_73,-46.61196667,168.3499167,Bluff Hill (Tony photo)
niveaphasma,annulata,nive-annu_74,-46.13393333,168.6027833,"Dunsdale, Hokonui Hills"
tectarchus,salebrosus,tect-sale_1,-42.48413333,172.3902167,Dans Creek Lewis Pass
tectarchus,salebrosus,tect-sale_2,-42.5406,172.3631667,Lewis River
tectarchus,salebrosus,tect-sale_3,-42.55771667,172.3507167,"Doubtful Valley rest area, Lewis Pass"
tectarchus,salebrosus,tect-sale_4,-42.57088333,172.3652333,"Roadside, Rough Creek, SH7"
tectarchus,salebrosus,tect-sale_5,-42.5748,172.37305,"Poplars Fan, SH7"
tectarchus,salebrosus,tect-sale_6,-43.74948333,173.0167667,"Banks Peninsula, Otepotatu Reserve, Lavericks Peak "
tectarchus,salebrosus,tect-sale_7,-43.66108333,172.6245167,"Banks Peninsula, Coopers Knob"
tectarchus,salebrosus,tect-sale_8,-43.63101667,172.6244667,"Banks Peninsula, Kennedys Bush"
tectarchus,salebrosus,tect-sale_9,-42.23951667,173.7528667,Puhipuhi
tectarchus,salebrosus,tect-sale_10,-45.507995,170.570469,Mt Trotter
tectarchus,salebrosus,tect-sale_11,-42.32395,173.5928833,"Mt Fyffe Hut geocache, Kaikoura"
tectarchus,salebrosus,tect-sale_12,-42.05048333,173.4415,"Tone River, Inland Kaikoura Ra"
tectarchus,salebrosus,tect-sale_13,-43.524,172.6092833,Riccarton Bush
tectarchus,salebrosus,tect-sale_14,-42.47138333,172.823,Jacks Pass
tectarchus,salebrosus,tect-sale_15,-43.75683333,172.7313667,Prices Valley
tectarchus,salebrosus,tect-sale_16,-43.78351667,172.8339667,Okuti Valley
tectarchus,salebrosus,tect-sale_17,-43.81116667,173.0253667,Akaroa
tectarchus,salebrosus,tect-sale_18,-42.31676667,172.2646167,Lake Daniels Walkway
tectarchus,ovobessus,tect-ovob_1,-37.61175,175.1554167,"Hakarimata Ra, Kauri Loop Trk"
tectarchus,ovobessus,tect-ovob_2,-37.86666667,174.7833333,"Mt Karioi, Pirongia State Forest Pk, start of Waireke Track"
tectarchus,ovobessus,tect-ovob_3,-37.90781667,174.8967667,Bridal Veil Falls
tectarchus,ovobessus,tect-ovob_4,-38.47083333,175.5721667,"Track behind Pureora Lodge, Waitaramoa Rd, Pureora Forest"
tectarchus,ovobessus,tect-ovob_5,-38.73333333,177.0333333,"Puketukutuku Peninsula, Lk Waikaremoana"
tectarchus,ovobessus,tect-ovob_6,-38.7405,177.1638333,"Lk Waikareiti Tk, Lake Waikaremoana"
